onset	duration	sample	type	value
342.46875	n/a	175345	STATUS	61472
342.744140625	n/a	175486	STATUS	61480
343.751953125	n/a	176002	STATUS	61490
344.78515625	n/a	176531	STATUS	61501
345.28515625	n/a	176787	STATUS	61511
345.53515625	n/a	176915	STATUS	61450
347.03515625	n/a	177683	STATUS	61468
347.40234375	n/a	177871	STATUS	61471
348.134765625	n/a	178246	STATUS	61472
348.41015625	n/a	178387	STATUS	61480
349.419921875	n/a	178904	STATUS	61490
350.486328125	n/a	179450	STATUS	61501
353.26953125	n/a	180875	STATUS	61510
353.51953125	n/a	181003	STATUS	61450
355.01953125	n/a	181771	STATUS	61468
355.38671875	n/a	181959	STATUS	61471
356.119140625	n/a	182334	STATUS	61472
356.39453125	n/a	182475	STATUS	61480
357.40234375	n/a	182991	STATUS	61490
358.76171875	n/a	183687	STATUS	61501
359.64453125	n/a	184139	STATUS	61511
359.89453125	n/a	184267	STATUS	61450
361.39453125	n/a	185035	STATUS	61463
361.76171875	n/a	185223	STATUS	61471
362.037109375	n/a	185364	STATUS	61472
362.76953125	n/a	185739	STATUS	61480
363.779296875	n/a	186256	STATUS	61490
364.89453125	n/a	186827	STATUS	61500
365.603515625	n/a	187190	STATUS	61510
365.853515625	n/a	187318	STATUS	61450
367.353515625	n/a	188086	STATUS	61468
367.720703125	n/a	188274	STATUS	61471
368.453125	n/a	188649	STATUS	61472
368.728515625	n/a	188790	STATUS	61480
369.73828125	n/a	189307	STATUS	61490
370.912109375	n/a	189908	STATUS	61501
371.62109375	n/a	190271	STATUS	61511
371.87109375	n/a	190399	STATUS	61450
373.37109375	n/a	191167	STATUS	61463
373.73828125	n/a	191355	STATUS	61471
374.01171875	n/a	191495	STATUS	61472
374.74609375	n/a	191871	STATUS	61480
375.75390625	n/a	192387	STATUS	61490
376.921875	n/a	192985	STATUS	61500
377.412109375	n/a	193236	STATUS	61510
377.662109375	n/a	193364	STATUS	61450
379.162109375	n/a	194132	STATUS	61463
379.529296875	n/a	194320	STATUS	61471
379.8046875	n/a	194461	STATUS	61472
380.5390625	n/a	194837	STATUS	61480
381.546875	n/a	195353	STATUS	61490
382.529296875	n/a	195856	STATUS	61501
383.0546875	n/a	196125	STATUS	61510
383.3046875	n/a	196253	STATUS	61450
384.8046875	n/a	197021	STATUS	61463
385.171875	n/a	197209	STATUS	61471
385.447265625	n/a	197350	STATUS	61472
