onset	duration	sample	type	value
313.453125	n/a	160489	STATUS	61471
314.1875	n/a	160865	STATUS	61472
314.462890625	n/a	161006	STATUS	61480
315.470703125	n/a	161522	STATUS	61490
316.62109375	n/a	162111	STATUS	61501
318.330078125	n/a	162986	STATUS	61511
318.580078125	n/a	163114	STATUS	61450
320.080078125	n/a	163882	STATUS	61468
320.4453125	n/a	164069	STATUS	61471
321.1796875	n/a	164445	STATUS	61472
321.455078125	n/a	164586	STATUS	61480
322.462890625	n/a	165102	STATUS	61490
323.99609375	n/a	165887	STATUS	61500
324.947265625	n/a	166374	STATUS	61511
325.197265625	n/a	166502	STATUS	61450
326.697265625	n/a	167270	STATUS	61463
327.0625	n/a	167457	STATUS	61471
327.337890625	n/a	167598	STATUS	61472
328.072265625	n/a	167974	STATUS	61480
329.080078125	n/a	168490	STATUS	61490
330.888671875	n/a	169416	STATUS	61501
331.8046875	n/a	169885	STATUS	61510
332.0546875	n/a	170013	STATUS	61450
333.5546875	n/a	170781	STATUS	61463
333.921875	n/a	170969	STATUS	61471
334.197265625	n/a	171110	STATUS	61472
334.9296875	n/a	171485	STATUS	61480
335.939453125	n/a	172002	STATUS	61490
337.306640625	n/a	172702	STATUS	61501
338.197265625	n/a	173158	STATUS	61511
338.447265625	n/a	173286	STATUS	61450
339.947265625	n/a	174054	STATUS	61463
340.314453125	n/a	174242	STATUS	61471
340.58984375	n/a	174383	STATUS	61472
341.322265625	n/a	174758	STATUS	61480
342.33203125	n/a	175275	STATUS	61490
344.0234375	n/a	176141	STATUS	61501
344.90625	n/a	176593	STATUS	61511
345.15625	n/a	176721	STATUS	61450
346.65625	n/a	177489	STATUS	61463
347.0234375	n/a	177677	STATUS	61471
347.298828125	n/a	177818	STATUS	61472
348.03125	n/a	178193	STATUS	61480
349.0390625	n/a	178709	STATUS	61490
351.255859375	n/a	179844	STATUS	61501
352.3984375	n/a	180429	STATUS	61511
352.6484375	n/a	180557	STATUS	61450
354.1484375	n/a	181325	STATUS	61468
354.515625	n/a	181513	STATUS	61471
355.248046875	n/a	181888	STATUS	61472
355.5234375	n/a	182029	STATUS	61480
356.53125	n/a	182545	STATUS	61490
358.123046875	n/a	183360	STATUS	61501
358.974609375	n/a	183796	STATUS	61511
359.224609375	n/a	183924	STATUS	61450
360.724609375	n/a	184692	STATUS	61463
361.091796875	n/a	184880	STATUS	61471
361.365234375	n/a	185020	STATUS	61472
362.099609375	n/a	185396	STATUS	61480
363.107421875	n/a	185912	STATUS	61490
364.8828125	n/a	186821	STATUS	61500
365.57421875	n/a	187175	STATUS	61511
365.82421875	n/a	187303	STATUS	61450
367.32421875	n/a	188071	STATUS	61463
367.69140625	n/a	188259	STATUS	61471
367.966796875	n/a	188400	STATUS	61472
368.69921875	n/a	188775	STATUS	61480
369.708984375	n/a	189292	STATUS	61490
371.400390625	n/a	190158	STATUS	61501
373.1328125	n/a	191045	STATUS	61511
373.3828125	n/a	191173	STATUS	61450
374.8828125	n/a	191941	STATUS	61468
375.25	n/a	192129	STATUS	61471
375.984375	n/a	192505	STATUS	61472
376.2578125	n/a	192645	STATUS	61480
377.267578125	n/a	193162	STATUS	61490
378.716796875	n/a	193904	STATUS	61501
379.466796875	n/a	194288	STATUS	61511
379.716796875	n/a	194416	STATUS	61450
381.216796875	n/a	195184	STATUS	61463
381.583984375	n/a	195372	STATUS	61471
381.859375	n/a	195513	STATUS	61472
382.591796875	n/a	195888	STATUS	61480
383.6015625	n/a	196405	STATUS	61490
385.009765625	n/a	197126	STATUS	61501
385.892578125	n/a	197578	STATUS	61510
386.142578125	n/a	197706	STATUS	61450
387.642578125	n/a	198474	STATUS	61463
388.009765625	n/a	198662	STATUS	61471
388.28515625	n/a	198803	STATUS	61472
389.017578125	n/a	199178	STATUS	61480
390.02734375	n/a	199695	STATUS	61490
391.30078125	n/a	200347	STATUS	61501
392.017578125	n/a	200714	STATUS	61511
392.267578125	n/a	200842	STATUS	61450
393.767578125	n/a	201610	STATUS	61468
394.134765625	n/a	201798	STATUS	61471
394.869140625	n/a	202174	STATUS	61472
395.142578125	n/a	202314	STATUS	61480
396.15234375	n/a	202831	STATUS	61490
397.443359375	n/a	203492	STATUS	61501
398.244140625	n/a	203902	STATUS	61511
398.494140625	n/a	204030	STATUS	61450
399.994140625	n/a	204798	STATUS	61463
400.361328125	n/a	204986	STATUS	61471
400.634765625	n/a	205126	STATUS	61472
401.369140625	n/a	205502	STATUS	61480
402.376953125	n/a	206018	STATUS	61490
403.818359375	n/a	206756	STATUS	61500
404.63671875	n/a	207175	STATUS	61510
404.88671875	n/a	207303	STATUS	61450
406.38671875	n/a	208071	STATUS	61463
406.751953125	n/a	208258	STATUS	61471
407.02734375	n/a	208399	STATUS	61472
407.76171875	n/a	208775	STATUS	61480
408.76953125	n/a	209291	STATUS	61490
410.236328125	n/a	210042	STATUS	61501
410.978515625	n/a	210422	STATUS	61511
411.228515625	n/a	210550	STATUS	61450
412.728515625	n/a	211318	STATUS	61463
413.095703125	n/a	211506	STATUS	61471
413.369140625	n/a	211646	STATUS	61472
414.103515625	n/a	212022	STATUS	61480
415.111328125	n/a	212538	STATUS	61490
416.63671875	n/a	213319	STATUS	61501
417.3203125	n/a	213669	STATUS	61510
417.5703125	n/a	213797	STATUS	61450
419.0703125	n/a	214565	STATUS	61463
419.4375	n/a	214753	STATUS	61471
419.712890625	n/a	214894	STATUS	61472
420.4453125	n/a	215269	STATUS	61480
421.453125	n/a	215785	STATUS	61490
423.74609375	n/a	216959	STATUS	61501
424.37890625	n/a	217283	STATUS	61510
424.62890625	n/a	217411	STATUS	61450
426.12890625	n/a	218179	STATUS	61463
426.49609375	n/a	218367	STATUS	61471
426.771484375	n/a	218508	STATUS	61472
427.50390625	n/a	218883	STATUS	61480
428.513671875	n/a	219400	STATUS	61490
429.046875	n/a	219673	STATUS	61500
430.23046875	n/a	220279	STATUS	61511
430.48046875	n/a	220407	STATUS	61450
431.98046875	n/a	221175	STATUS	61468
432.345703125	n/a	221362	STATUS	61471
433.080078125	n/a	221738	STATUS	61472
433.35546875	n/a	221879	STATUS	61480
434.36328125	n/a	222395	STATUS	61490
436.447265625	n/a	223462	STATUS	61501
437.146484375	n/a	223820	STATUS	61510
437.396484375	n/a	223948	STATUS	61450
438.896484375	n/a	224716	STATUS	61463
439.263671875	n/a	224904	STATUS	61471
439.5390625	n/a	225045	STATUS	61472
440.271484375	n/a	225420	STATUS	61480
441.28125	n/a	225937	STATUS	61490
443.15625	n/a	226897	STATUS	61501
444.380859375	n/a	227524	STATUS	61510
444.630859375	n/a	227652	STATUS	61450
446.130859375	n/a	228420	STATUS	61468
446.498046875	n/a	228608	STATUS	61471
447.23046875	n/a	228983	STATUS	61472
447.505859375	n/a	229124	STATUS	61480
448.513671875	n/a	229640	STATUS	61490
450.0234375	n/a	230413	STATUS	61501
450.822265625	n/a	230822	STATUS	61511
451.072265625	n/a	230950	STATUS	61450
452.572265625	n/a	231718	STATUS	61463
452.939453125	n/a	231906	STATUS	61471
453.21484375	n/a	232047	STATUS	61472
453.947265625	n/a	232422	STATUS	61480
454.95703125	n/a	232939	STATUS	61490
456.857421875	n/a	233912	STATUS	61501
457.689453125	n/a	234338	STATUS	61511
457.939453125	n/a	234466	STATUS	61450
459.439453125	n/a	235234	STATUS	61463
459.806640625	n/a	235422	STATUS	61471
460.08203125	n/a	235563	STATUS	61472
460.814453125	n/a	235938	STATUS	61480
461.82421875	n/a	236455	STATUS	61490
463.607421875	n/a	237368	STATUS	61500
464.349609375	n/a	237748	STATUS	61510
464.599609375	n/a	237876	STATUS	61450
466.099609375	n/a	238644	STATUS	61468
466.46484375	n/a	238831	STATUS	61471
467.19921875	n/a	239207	STATUS	61472
467.474609375	n/a	239348	STATUS	61480
468.482421875	n/a	239864	STATUS	61490
470.783203125	n/a	241042	STATUS	61500
471.68359375	n/a	241503	STATUS	61510
471.93359375	n/a	241631	STATUS	61450
473.43359375	n/a	242399	STATUS	61463
473.798828125	n/a	242586	STATUS	61471
474.07421875	n/a	242727	STATUS	61472
474.80859375	n/a	243103	STATUS	61480
475.81640625	n/a	243619	STATUS	61490
477.44140625	n/a	244451	STATUS	61501
478.43359375	n/a	244959	STATUS	61510
